id,Title,Content,SKU,"Product Type","Parent Product ID","Product Size","Product Attributes",INGREDIENTS
1320,"Deep Wrinkle Reverse Serum with Peptides Plus","<TABLE cellSpacing=2 cellPadding=0 width=593 border=0>

<TBODY>

<TR align=left vAlign=top>

<TD width=458><SPAN style=""FONT-SIZE: small; FONT-WEIGHT: bold; COLOR: rgb(51,0,102)"">Deep Wrinkle Reverse Serum <BR>With Peptides Plus® </SPAN><BR><!-- Product Size --><SPAN style=""FONT-SIZE: x-small; FONT-WEIGHT: bold"">2 fl oz/60 ml</SPAN><!-- Product Item# --> </TD></TR>

<TR>

<TD height=165 vAlign=top align=left><!-- Product Long Copy --><SPAN style=""FONT-SIZE: small; COLOR: rgb(0,0,0)"">

<STYLE type=text/css><!--
#main { position: width: 150px; absolute; z-index: 0; }
img.float-right { float: right; padding-left: 1px; }
img.float-left { float: left; padding-right: 1px; }
table.float-right { float: right; padding-left: 1px; }
--></STYLE>



<DIV id=main><!--OLD IMAGE-->Reduce the look of deep lines and wrinkles with this nourishing, double-action treatment fomula that contains two of the most powerful and effective peptides that bio-science has to offer. Peptide Matrixyl® tells the skin to synthesize new key components such as collagen and to restructure itself. Peptide Argireline® helps relax facial muscles, smooth wrinkles and discourage the formation of new lines. Enriched with anti-aging antioxidants Pycnogenol®, Vitamin C and Green Tea, this rich moisturizing formula helps reduce the look of wrinkles, visibly improve skin's resilience, tone and texture, and discourage future damage for a smoother, more youthful appearance. Excellent as a stand-alone hydrator for oily skin, or may be used as a treatment layer underneath other derma e® moisturizers for maximum benefits.</DIV></SPAN></TD></TR></TBODY></TABLE>",DRM0725,simple,0,,a:0:{},
1321,"Firming Serum with DMAE, Alpha Lipoic and C-Ester","<TABLE cellSpacing=2 cellPadding=0 width=593 border=0>

<TBODY>

<TR align=left vAlign=top>

<TD width=458><SPAN style=""FONT-SIZE: small; FONT-WEIGHT: bold; COLOR: rgb(51,0,102)"">Firming Serum <BR>With DMAE, Alpha Lipoic and C-Ester </SPAN><BR><!-- Product Size --><SPAN style=""FONT-SIZE: x-small; FONT-WEIGHT: bold"">2 fl oz/60 ml</SPAN><!-- Product Item# --> </TD></TR>

<TR>

<TD height=165 vAlign=top align=left><!-- Product Long Copy --><SPAN style=""FONT-SIZE: small; COLOR: rgb(0,0,0)"">

<STYLE type=text/css><!--
#main { position: width: 150px; absolute; z-index: 0; }
img.float-right { float: right; padding-left: 1px; }
img.float-left { float: left; padding-right: 1px; }
table.float-right { float: right; padding-left: 1px; }
--></STYLE>



<DIV id=main><!--OLD IMAGE-->Ideal for oily or blemish-prone skin, or as a treatment layer underneath your favorite derma e® moisturizer, this silky light firming facial serum helps support healthy texture and tone for visbly firmer skin. DMAE, also referred to as nature's firming agent, has been shown to firm skin, improve skin tone and reduce fine lines and wrinkles. Alpha Lipoic Acid, also referred to as the universal antioxidant, is capable of protecting all portions of the skin’s cellular structure and boost the activity of all other antioxidants. C-Ester protects the skin cells from free radical damage, helps reduce the appearance of lines and wrinkles, and helps firm the skin through its ability to support healthy collagen and elastin. Enriched with moisturizing and nourishing Macadamia Oil, natural astringent Horsetail and soothing Lemon Grass and Chamomile, this formula leaves skin healthy, nourished, firmer-looking and toned. Ideal for those who are looking for a firming treatment that delivers light, nourishing moisture. <BR><BR><B>Please Note:</B> DMAE and Alpha Lipoic Acid are highly effective ingredients that will improve your skin’s appearance. As with any new skin care product, before starting regular use, we recommend that you “patch test” for sensitivity on a small area under the ear below the jaw line to make sure you have no adverse reaction. If you have a reaction discontinue use immediately</DIV></SPAN></TD></TR></TBODY></TABLE>",DRM4125,simple,0,,a:0:{},
1322,"Firming DMAE Cleanser with Alpha Lipoic and C-ester","<DIV class=review_box>

<DIV class=review_box>

<DIV class=review_box>

<H1><FONT size=3>Firming Cleanser with DMAE, Alpha Lipoic and C-Ester</FONT></H1>

<DIV class=review_box><SPAN class=feature_data_value>175 ml </SPAN></DIV>

<DIV class=review_box><SPAN class=feature_data_value></SPAN>&nbsp;</DIV>

<DIV class=review_box><SPAN class=feature_data_value></SPAN>This sulfate-free cleanser purifies skin while supporting a visibly firmer, softer, smoother complexion.</DIV>

<DIV class=review_box>&nbsp;</DIV>

<DIV class=review_box>Cleanse away oil and makeup while supporting visibly firmer skin with this exclusive treatment cleanser. Our formula contains skin-firming DMAE, antioxidants Alpha Lipoic Acid and C-Ester, soothing Lemon Grass, Chamomile, natural astringents Horsetail and Horse Chestnut to be gentle on skin while encouraging healthy tone and texture. 100% vegan, cruelty-free, paraben-free, sulfate-free, mineral oil-free, lanolin-free, gluten free, GMO-free. Please Note: DMAE and Alpha Lipoic Acid are highly effective ingredients that may cause an adverse reaction on some skin types. Before starting regular use, we recommend conducting a “patch test” for sensitivity on a small area under the ear below the jaw line. If your skin shows an adverse reaction, discontinue use immediately.</DIV>

<DIV class=review_box>&nbsp;</DIV></DIV></DIV></DIV>",DRM0641,simple,0,,a:0:{},
1323,"Age-Defying Hand Creme","<TABLE cellSpacing=2 cellPadding=0 width=593 border=0>

<TBODY>

<TR align=left vAlign=top>

<TD width=458><SPAN style=""FONT-SIZE: small; FONT-WEIGHT: bold; COLOR: rgb(51,0,102)"">Age-Defying Hand Crème <BR>With MSM, Green Tea, Olive, Aloe and Vitamin E </SPAN><BR><!-- Product Size --><SPAN style=""FONT-SIZE: x-small; FONT-WEIGHT: bold"">4 oz/113 g</SPAN><!-- Product Item# --> </TD></TR>

<TR>

<TD height=165 vAlign=top align=left><!-- Product Long Copy --><SPAN style=""FONT-SIZE: small; COLOR: rgb(0,0,0)"">

<STYLE type=text/css><!--
#main { position: width: 150px; absolute; z-index: 0; }
img.float-right { float: right; padding-left: 1px; }
img.float-left { float: left; padding-right: 1px; }
table.float-right { float: right; padding-left: 1px; }
--></STYLE>



<DIV id=main><!--AWARD IMAGE--><IMG class=float-right src=""http://www.dermae.com/fc_portals/fc_images/awards/WFMPremium.jpg""> Fight the signs of aging, and soften, smooth and condition dry, chapped or weather-worn hands with this anti-aging hand crème. Apart from your face, your hands are most often exposed to environmental elements. Therefore, your hands tend to age faster. This formula contains antioxidants Olive, Green Tea and Vitamin E to help protect skin and prevent the signs of aging. MSM (Methyl Sulfonyl Methane) helps soothe and soften the skin, and condition and nourish the nails and cuticles. Aloe helps calm and protect skin. Perfect at home, in the office or on the go, this light, non-greasy hand crème absorbs quickly, penetrates deeply and provides all-day hydration for smooth, noticeably younger-looking hands.</DIV></SPAN></TD></TR></TBODY></TABLE>",DRM0200,simple,0,,a:0:{},
1324,"Scar Gel","<TABLE cellSpacing=2 cellPadding=0 width=593 border=0>

<TBODY>

<TR align=left vAlign=top>

<TD width=458><SPAN style=""FONT-SIZE: small; FONT-WEIGHT: bold; COLOR: rgb(51,0,102)"">Scar Gel </SPAN><BR><!-- Product Size --><SPAN style=""FONT-SIZE: x-small; FONT-WEIGHT: bold"">2 oz/56 g</SPAN><!-- Product Item# --> </TD></TR>

<TR>

<TD height=165 vAlign=top align=left><!-- Product Long Copy --><SPAN style=""FONT-SIZE: small; COLOR: rgb(0,0,0)"">This unique blend of botanical extracts helps soften, smooth, and diminish the appearance of scars, especially those that are lumpy, bumpy or discolored. With Allantoin and Panthenol, this formula helps breakdown scars and encourage healthy skin. It is equally effective in resolving minor burns, skin overexposed to the sun, other skin hardenings and reducing the look of discoloration of stretch marks. This non-oily, pleasant smelling formula will not stain clothes.</SPAN></TD></TR></TBODY></TABLE>",DRM8100,simple,0,,a:0:{},
1325,"Vitamin C Renewing Moisturizer","<table width=""593"" border=""0"" cellspacing=""2"" cellpadding=""0"">
<tbody>
<tr align=""left"" valign=""top"">
<td width=""458""><p><span><span>This lightweight, radiance-boosting moisturizer supports collagen health, helping to improve the appearance of uneven skin tone, fine lines and wrinkles. Probiotics and Rooibos work harmoniously with nonoxidizing Vitamin C to help shield and strengthen your skin’s natural defenses for a smoother, firmer and more revitalized appearance.</span></span></p><p><span><span>We use a stable form of Vitamin C that won’t evaporate or alter before absorbing into your skin, to work better for you, naturally.</span></span></p><p><span><span>Ingredients:</span></span></p><p><span><span></span></span>Purified Water, Caprylic/Capric Triglyceride (Plant Derived), Sodium Ascorbyl Phosphate (Vitamin C, Stay-C® 50), Glycerin (Vegetable Derived) , Glyceryl Stearate SE, Propanediol (Vegetable Derived), Cetearyl Olivate, Sorbitan Olivate, Cetyl Alcohol (Plant Derived) , Pseudozyma Epicola, Prunus Armeniaca (Apricot) Kernel Oil, Helianthus Annuus (Sunflower) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Saururus Chinensis Extract Ferment Filtrate, Aspalathus Linearis (Rooibos) Leaf Extract, Rosa Canina (Rosehip) Fruit Oil, Organic Camellia Sinensis (Green Tea) Leaf Extract*, Vitis Vinifera (Grapeseed) Oil, Organic Olea Europaea (Olive) Fruit Oil*, Retinyl Palmitate (Vitamin A), Panthenol (Provitamin B5), Allantoin, Tocopheryl Acetate (Vitamin E), Potassium Cetyl Phosphate, Xanthan Gum, Potassium Sorbate, Phenoxyethanol, Ethylhexylgylcerin, Natural Fragrance Oils.<br><!-- Product Size --><!-- Product Item# -->&nbsp;</p></td></tr>
<tr>
<td height=""165"" align=""left"" valign=""top""><!-- Product Long Copy --><span style=""color: rgb(0, 0, 0); font-size: small;""><br></span></td></tr></tbody></table>",DRM0360,simple,0,,a:0:{},
1326,"Vitamin C Serum 2oz","<p>Vitamin C Serum 2 oz</p><p><br>This non-oxidizing Stay-C 50 Vitamin C* &amp; Hyaluronic Acid serum boosts collagen to improve the appearance of uneven skin tone while minimizing the look of fine lines &amp; wrinkles.</p><p>Apply onto clean face and neck. Use in the morning and evening alone or in combination with your other favorite DERMA E moisturizer for an extra benefit boost.<br>Health &amp; Environmental Preferences&nbsp;BPA Free, Coal Tar Dye Free, Formaldehyde Free, Gluten Free, Natural, Non-GMO, Paraben Free, Phthalate Free, Sulfate Free, Triclosan Free, 100% vegan</p><p>INGREDIENTS: Purified Water, Sodium Ascorbyl Phosphate (Vitamin C, Stay-C® 50), Glycerin (Vegetable Derived) , Sodium Hyaluronate (Hyaluronic Acid; Actimoist® Bio-1), Organic Camellia Sinensis (Green Tea) Leaf Extract*, Propanediol (Vegetable Derived), Microcrystalline Cellulose (Plant Derived), Cellulose Gum (Plant Derived), Alpha-Glucan Oligosaccharide (Vegetable Derived), Polymnia Sonchifolia (Yacón) Root Juice, Maltodextrin, Lactobacillus (Probiotic), Rosa Canina (Rosehip) Fruit Oil, Organic Aloe Barbadensis (Aloe Vera) Gel Extract *, Allantoin, Panthenol (Provitamin B5), Tocopheryl Acetate (Vitamin E), Caprylic/Capric Triglyceride (Plant Derived), Ethylhexyl Palmitate, Xanthan Gum, Sodium Citrate, Phenoxyethanol, Ethylhexylgylcerin, Natural Fragrance Oils.<br></p>",DRM0365,simple,0,,a:0:{},
1327,"Exfoliating Mask with Fruit Enzymes","<TABLE cellSpacing=2 cellPadding=0 width=593 border=0>

<TBODY>

<TR align=left vAlign=top>

<TD width=458><SPAN style=""FONT-SIZE: small; FONT-WEIGHT: bold; COLOR: rgb(51,0,102)"">Exfoliating Mask <BR>With Fruit Enzymes and Dead Sea Salt </SPAN><BR><!-- Product Size --><SPAN style=""FONT-SIZE: x-small; FONT-WEIGHT: bold"">4 oz.</SPAN><!-- Product Item# --> </TD></TR>

<TR>

<TD height=165 vAlign=top align=left><!-- Product Long Copy --><SPAN style=""FONT-SIZE: small; COLOR: rgb(0,0,0)"">

<STYLE type=text/css><!--
#main { position: width: 150px; absolute; z-index: 0; }
img.float-right { float: right; padding-left: 1px; }
img.float-left { float: left; padding-right: 1px; }
table.float-right { float: right; padding-left: 1px; }
--></STYLE>



<DIV id=main><!--OLD IMAGE-->Deep clean pores, detoxify and absorb excess skin oils with this rich treatment mask that combines Fruit Enzymes and Dead Sea Salt to promote skin clarity and a rejuvenated complexion. Dead Sea Salt helps remove deeply ingrained impurities, purify and gently exfoliate skin. Fruit enzymes also help to thoroughly detoxify, cleanse and remove dull aging cells from the skin’s surface. Benefits are numerous including deeply cleansed skin, leaving your complexion glowing and smooth. Enriched with detoxifying Sea Kelp, antioxidants Green Tea and impurity-absorbing Bentonite and Kaolin Clays, this formula leaves skin clean and healthy. <BR><BR>Using cleansing facial masks once or twice a week is an ideal way to gently exfoliate the skin. As we age, skin cells die, collagen and elastin production slows down and pores become blocked. Regular exfoliation increases the circulation in the skin, allows the skin to breathe easier, and reveals healthier, soft, smooth skin. </DIV></SPAN></TD></TR></TBODY></TABLE>",DRM0635,simple,0,,a:0:{},
1328,"Microdermabrasion Scrub","<TABLE cellSpacing=2 cellPadding=0 width=593 border=0>

<TBODY>

<TR align=left vAlign=top>

<TD width=458><SPAN style=""FONT-SIZE: small; FONT-WEIGHT: bold; COLOR: rgb(51,0,102)"">Microdermabrasion Scrub <BR>With Dead Sea Salt </SPAN><BR><!-- Product Size --><SPAN style=""FONT-SIZE: x-small; FONT-WEIGHT: bold"">2 oz/56 g</SPAN><!-- Product Item# --> </TD></TR>

<TR>

<TD height=165 vAlign=top align=left><!-- Product Long Copy --><SPAN style=""FONT-SIZE: small; COLOR: rgb(0,0,0)"">

<STYLE type=text/css><!--
#main { position: width: 150px; absolute; z-index: 0; }
img.float-right { float: right; padding-left: 1px; }
img.float-left { float: left; padding-right: 1px; }
table.float-right { float: right; padding-left: 1px; }
--></STYLE>



<DIV id=main><!--AWARD IMAGE-->&nbsp;Immediately improve the appearance of your skin using this gentle yet effective multi-award-winning Microdermabrasion Scrub. This salon-perfect formula uses an exclusive crystal blend including Dead Sea Salt and Volcanic Sand (rich in Silica) to buff away dull surface cells, help diminish the appearance of fine lines, wrinkles and acne scars, and absorb excess skin oils. Enriched with natural astringents Lime and Lemon Peel, and antioxidants Grapeseed and Vitamin E, this fine treatment product retexturizes skin leaving it soft, smooth and younger-looking. May also be used on your hands, elbows, knees, heels or any part of the body to promote soft, smooth and healthy skin. <BR><BR>As we age, skin cells die, collagen and elastin production slows down and pores become blocked. Regular exfoliation increases the circulation in the skin, allows the skin to breathe easier, and reveals younger-looking skin. Ideal if you're looking for immediate results from a salon-perfect treatment in the privacy of your own home. <BR><BR><B>Please note:</B> The crystal blend used in this product is a large molecular structure and is therefore not bio-available to the body, so there is no possibility of absorption through the skin.</DIV></SPAN></TD></TR></TBODY></TABLE>",DRM0690,simple,0,,a:0:{},
1329,"Vitamin C Micellar Water Probiotics 6 oz","<p>Vitamin C Micellar Cleansing Water with Probiotics and Rooibos<br><br>This rinse-free micellar water gently removes impurities to promote a hydrated and refreshed complexion.This refreshing Vitamin C cleansing water dissolves long-lasting makeup and impurities, while improving the appearance of skin’s texture and promoting healthy collagen. Micellar technology gently lifts off dirt without rinsing, while maintaining skin’s proper balance. Anti-aging Probiotics and antioxidant-rich Rooibos help skin to appear brighter and replenished.<br>&nbsp;<br>We use a stable form of Vitamin C that won’t evaporate or alter before absorbing into your skin, to work better for you, naturally.</p><p>100% vegan, glutenfree, crueltyfree, no SLS and parabens</p><p>Purified Water, Propanediol (Vegetable Derived), Sorbitan Oleate Decylglucoside Crosspolymer (Plant Derived), Polysorbate 20, Sodium Ascorbyl Phosphate (Vitamin C, Stay-C® 50), Phytic Acid, Alpha-Glucan Oligosaccharide (Vegetable Derived), Polymnia Sonchifolia (Yacón) Root Juice, Maltodextrin, Lactobacillus (Probiotic), Aspalathus Linearis (Rooibos) Leaf Extract, Phenoxyethanol, Ethylhexylglycerin, Natural Fragrance Oils.</p>",DRM0355,simple,0,,a:0:{},
1330,"Evenly Radiant Dark Circle Eye Creme with Intensive Skin B","<TABLE cellSpacing=2 cellPadding=0 width=593 border=0>

<TBODY>

<TR align=left vAlign=top>

<TD width=458><SPAN style=""FONT-SIZE: small; FONT-WEIGHT: bold; COLOR: rgb(51,0,102)"">Evenly Radiant® Dark Circle Eye Crème </SPAN><BR><!-- Product Size --><SPAN style=""FONT-SIZE: x-small; FONT-WEIGHT: bold"">.5 oz/14 g</SPAN><!-- Product Item# --></TD></TR>

<TR>

<TD height=165 vAlign=top align=left><!-- Product Long Copy --><SPAN style=""FONT-SIZE: small; COLOR: rgb(0,0,0)"">Help diminish the look of dark circles, fine lines, wrinkles and puffiness with this nutritive eye crème. Dark circles are the result of blood stagnation under your eyes. This formula is rich in circulatory support herbs such as Pycnogenol®, Horse Chestnut and Yarrow to help help enhance blood flow. Additionally, skin-brightening botanicals and vitamins such as Madonna Lily, Bearberry and Niacinamide help lighten and prevent discoloration. Active plant stem cells from the Madonna Lily have been shown to interfere with the transfer of melanin and increase cellular renewal to help prevent and decrease dark spots for a more even skin tone and a brighter complexion. Furthermore, anti-aging antioxidant Green Tea helps protect and reduce the visible signs of aging around the delicate eye area. Ideal for all skin types experiencing tired, dark-circled eyes, this formula leaves the entire eye area brighter, rested and radiant. <BR></SPAN></TD></TR></TBODY></TABLE>",DRM0375,simple,0,,a:0:{},
1331,"Radiance Toner 175 ml","<p>This alcohol-free, exfoliating, beauty toner helps to tone, tighten and brighten for a soft, smooth and luminous appearance. Glycolic Acid helps to remove dead skin cells for younger-looking skin while an exceptional blend of botanicals including Rooibos and Rosehip extracts help to revive skin for a fresh, radiant complexion.&nbsp;For all skin types.&nbsp; For sensitive skin and Rosacea, use only once a week.&nbsp; 100 % vegan, glutenfree and fragrancefreee</p><p>Ingredients:</p><p>Purified Water, Glycolic Acid, Sodium Hyaluronate (Hyaluronic Acid; Actimoist® Bio-1), Polysorbate 20, Sodium Hydroxide, Pinus Pinaster (Pycnogenol®) Bark Extract, Panthenol (Provitamin B5), Aspalathus Linearis (Rooibos) Leaf Extract, Rosa Canina (Rosehip) Fruit Extract, Saccharide Isomerate, Organic Aloe Barbadensis (Aloe Vera) Extract*, Allantoin, Organic Chamomilla Recutita (Matricaria) Flower Extract*, Cucumis Sativus (Cucumber) Fruit Extract, Phenoxyethanol, Ethylhexylglycerin, Natural Fragrance Oils.</p><p>&nbsp;How to use:</p><p><span>Apply to a cotton pad and sweep gently over face and neck after cleansing, avoiding eye area. Use in the morning and evening to prep skin for your favorite DERMA E Moisturizer.&nbsp;&nbsp;</span></p>",DRM1480,simple,0,,a:0:{},
1332,"Exfoliating Scrub with Fruit Enzymes","<TABLE cellSpacing=2 cellPadding=0 width=593 border=0>

<TBODY>

<TR align=left vAlign=top>

<TD width=458><SPAN style=""FONT-SIZE: small; FONT-WEIGHT: bold; COLOR: rgb(51,0,102)"">Exfoliating Scrub <BR>With Fruit Enzymes and Dead Sea Salt </SPAN><BR><!-- Product Size --><SPAN style=""FONT-SIZE: x-small; FONT-WEIGHT: bold"">4 oz.</SPAN><!-- Product Item# --></TD></TR>

<TR>

<TD height=165 vAlign=top align=left><SPAN style=""FONT-SIZE: small; COLOR: rgb(0,0,0)"">

<DIV id=main>This unique natural exfoliating scrub combines Dead Sea Salt to draw out impurities with Papaya, Cornmeal and Apricot Seed Powder to softly exfoliate, smoothing away dull surface cells for fresh, radiant skin. <BR><BR>Dead Sea Salt help remove deeply ingrained impurities, absorb excess skin oils and purify and gently exfoliate skin. Fruit enzymes also help to thoroughly detoxify, cleanse and remove dull aging cells from the skin’s surface. Benefits are numerous including deeply cleansed skin and the promotion of new cell growth, leaving your skin glowing and smooth. <BR><BR>Facial scrubs are an ideal way to gently exfoliate the skin. As we age, skin cells die, collagen and elastin production slows down and pores become blocked. Regular exfoliation increases the circulation in the skin, allows the skin to breathe easier, and reveals younger looking skin.</DIV></SPAN></TD></TR></TBODY></TABLE>",DRM0630,simple,0,,a:0:{},
1333,"Evenly Radiant  Makeup Remover with Intensive Skin Brighten","<TABLE cellSpacing=2 cellPadding=0 width=593 border=0>

<TBODY>

<TR align=left vAlign=top>

<TD width=458><SPAN style=""FONT-SIZE: small; FONT-WEIGHT: bold; COLOR: rgb(51,0,102)"">Evenly Radiant Makeup Remover </SPAN><BR><!-- Product Size --><SPAN style=""FONT-SIZE: x-small; FONT-WEIGHT: bold"">4 fl oz/118 ml</SPAN> </TD></TR>

<TR>

<TD height=165 vAlign=top align=left><!-- Product Long Copy --><SPAN style=""FONT-SIZE: small; COLOR: rgb(0,0,0)"">

<STYLE type=text/css><!--
#main { position: width: 150px; absolute; z-index: 0; }
img.float-right { float: right; padding-left: 1px; }
img.float-left { float: left; padding-right: 1px; }
table.float-right { float: right; padding-left: 1px; }
--></STYLE>



<DIV id=main>

<TABLE class=float-right border=0>

<TBODY>

<TR>

<TD align=center><!--OLD IMAGE--></TD></TR>

<TR>

<TD align=center><!--AWARD IMAGE--></TD></TR>

<TR>

<TD align=center><!--AWARD IMAGE--></TD></TR></TBODY></TABLE>This fragrance-free, oil-free formula safely removes makeup, including waterproof varieties, to leave skin fresh and free of oily residues. Chamomile and Cucumber extracts soothe, tighten and refresh while Eyebright extract protects skin against irritation. Bilberry extract promotes healthy circulation while Green Tea delivers important antioxidants. Suitable for all skin types and for those who wear contact lenses.</DIV></SPAN></TD></TR></TBODY></TABLE>",DRM0620,simple,0,,a:0:{},
1334,"Nourishing Rose Cleansing Oil 2 oz","<table width=""593"" border=""0"" cellspacing=""2"" cellpadding=""0"">
<tbody>
<tr align=""left"" valign=""top"">
<td width=""458""><p>Derma E Nourishing Rose Cleansing Oil 2 oz</p><p>Dissolves away long-lasting makeup and impurities.<br>Natural oils nourish and leave skin looking radiant.<br>Superbly moisturizing, leaving skin feeling soft and dewy.<br>This essence of rose cleansing oil dissolves away long-lasting makeup and impurities while nourishing skin with beautifying natural oils.&nbsp; Made with Argan and Jojoba Oils, Vitamin E and Essential Acids to leave your skin looking radiant and moisturized with an improved soft and dewy appearance.</p><p>Suitable for all skin types</p></td></tr>
<tr>
<td height=""165"" align=""left"" valign=""top""><!-- Product Long Copy --><span style=""color: rgb(0, 0, 0); font-size: small;"">
<style type=""text/css""><!--
#main { position: width: 150px; absolute; z-index: 0; }
img.float-right { float: right; padding-left: 1px; }
img.float-left { float: left; padding-right: 1px; }
table.float-right { float: right; padding-left: 1px; }
--></style>

<div id=""main""><!--AWARD IMAGE--><img class=""float-right"" src=""http://www.dermae.com/fc_portals/fc_images/awards/WFMPremium.jpg""> </div></span><div id=""main""><br></div></td></tr></tbody></table>",DRM1470,simple,0,,a:0:{},
1335,"Vitamin E Intensive Therapy Body Balm","<p><span>Instantly replenish extremely dry, over-worked, weather worn hands with this deeply penetrating, naturally therapeutic moisture remedy.&nbsp; Doctor-developed with a dose of full-spectrum Vitamin E, this formula provides glove-like protection while delivering superior antioxidant, moisturizing and healing benefits. Full-spectrum Vitamin E is able to restore and maintain skin’s natural barrier function, helping it regain its natural ability to lock in moisture and defend itself against elemental stress. With the full mix of tocopherols and tocotrienols</span><em>(alpha-, beta-, gamma- and delta-)</em><span> sourced from Cranberry Seed and sustainably harvested Red Palm Oil, this intensively moisturizing formula provides more complete Vitamin E moisture, nourishment and antioxidant defense against environmental aggressors. &nbsp;Lightweight, fast-absorbing and non-greasy, this healing crème leaves even the most severely chapped, cracked hands soft, smooth and restored. 100% vegan, cruelty-free, paraben-free, gluten-free, GMO-free, phthalate-free, petrolatum-free, lanolin-free.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</span></p><p><span>Ingredients:</span></p><p><span>Purified Water, Glycerin (Vegetable Derived), Caprylic/Capric Triglyceride (Vegetable Derived), Cetyl Alcohol (Plant Derived), Glyceryl Stearate SE, Glyceryl Stearate (Vegetable Derived), Glyceryl Stearate Citrate (Vegetable Derived), Stearyl Alcohol (Plant Derived), Tocopheryl Acetate (Vitamin E), Vaccinium Macrocarpon (Cranberry) Seed Oil, Organic Olea Europaea (Olive) Fruit Oil*, Panthenol (Provitamin B5), Sodium Hyaluronate (Hyaluronic Acid, Actimoist®Bio-1), Organic Aloe Barbadensis (Aloe Vera) Gel Extract*, Organic Camellia Sinensis (Green Tea) Leaf Extract*, Organic Simmondsia Chinensis (Jojoba) Seed Oil*, Elaeis Guineensis (Red Palm) Oil, Allantoin, Cetearyl Glucoside (Plant Derived), Xanthan Gum, Phenoxyethanol, Ethylhexylglycerin, Natural Fragrance Oils.</span></p>",DRM7072,simple,0,,a:0:{},
1336,"Vitamin C Intense Night Creme","<p><span><span>This nonoxidizing Vitamin C formula delivers restoring overnight protection, reducing the appearance of uneven skin tone, fine lines and wrinkles. Probiotics and Rooibos work harmoniously with Vitamin C to shield and build up your skin’s natural defenses while fighting harmful bacteria that cause blemishes and premature skin aging. This intense night cream promotes cell turnover while neutralizing daily toxins. Your skin will appear smoother, firmer, and more revitalized. </span></span></p><p><span><span>We use a stable form of Vitamin C that won’t evaporate or alter before absorbing into your skin, to work better for you, naturally.</span></span></p><p><span><span>Ingredients:</span></span></p><p><span><span>Purified Water, Caprylic/Capric Trigylceride (Vegetable Derived), Sodium Ascorbyl Phosphate (Vitamin C, Stay-C® 50), Glycerin (Vegetable Derived), Sodium Hyaluronate (Hyaluronic Acid; Actimoist® Bio-1), Ethylhexyl Palmitate, Cetyl Alcohol (Plant Derived) , Propanediol (Vegetable Derived), Cetearyl Alcohol (Plant Derived), Cetyl Palmitate, Cetearyl Glucoside (Plant Derived), Diheptyl Succinate, Capryloyl Glycerin/Sebacic Acid Copolymer, Sorbitan Palmitate, Sorbitan Oleate, Pseudozyma Epicola, Prunus Armeniaca (Apricot) Kernel Oil, Helianthus Annuus (Sunflower) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Saururus Chinensis Extract Ferment Filtrate, Aspalathus Linearis (Rooibos) Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis (Green Tea) Leaf Extract*, Organic Olea Europaea (Olive) Fruit Oil*, Retinyl (Vitamin A) Palmitate, Panthenol (Provitamin B5), Tocopheryl Acetate (Vitamin E), Xanthan Gum, Potassium Sorbate, Phenoxyethanol, Ethylhexylgylcerin, Natural Fragrance Oils.</span></span></p>",DRM0370,simple,0,,a:0:{},
1337,"Everyone Baby Lotion Calendula Oat",,EO222240,simple,0,,a:0:{},
1338,"Everyone Baby Wipes, 30 count with boot","<p>Everyone™ Baby Wipes</p><p>Everyone™ Baby Wipes are the gentle answer to life’s messes. These soft fiber cloths are flushable and easy on your little one’s skin. The mild, unscented formula moisturizes skin while cleaning up every mess from cheek to cheek. 30 flushable towelettes in a resealable pack.&nbsp;&nbsp;&nbsp; </p><p>Ingredients:Water, Aloe Barbadensis Leaf Juice, Glycerin, Sodium Laurylglucosides Hydroxypropylsulfonate, Polyglyceryl-10 Laurate, Aloe Barbadensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Cucumis Sativus (Cucumber) Fruit Extract, Althaea Officinalis Root Extract, Avena Sativa (Oat) Kernel Extract, Oryza Sativa (Rice) Bran Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Helianthus Annuus (Sunflower) Extract, Tocopherol, Phytic Acid, Sodium Citrate, Sodium Chloride, Gluconic Acid, Sodium Benzoate</p><p>Please see our Baby Green Glossary for an in-depth listing of ingredients we choose to add to our products.</p>",EO222271,simple,0,,a:0:{},
